x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,gesture
0.21467892825603485,0.6330283880233765,2.3338407117989846e-07,0.28845950961112976,0.6841269731521606,-0.03323919698596001,0.34395039081573486,0.7393309473991394,-0.06894711405038834,0.3510914146900177,0.8077247142791748,-0.10058065503835678,0.30909910798072815,0.8278365135192871,-0.12965096533298492,0.35582008957862854,0.5381828546524048,-0.08647166937589645,0.3778251111507416,0.7244642376899719,-0.12281337380409241,0.35725751519203186,0.7396719455718994,-0.13713979721069336,0.3466651141643524,0.69394451379776,-0.1475607007741928,0.3002335727214813,0.537044882774353,-0.09234387427568436,0.3319980204105377,0.7587602734565735,-0.125221848487854,0.3111363649368286,0.749489963054657,-0.12444400787353516,0.3050924837589264,0.6961976885795593,-0.1273690164089203,0.2485373467206955,0.5686331391334534,-0.09929827600717545,0.27953028678894043,0.7841134071350098,-0.1203291118144989,0.2635047435760498,0.7506542205810547,-0.10554368793964386,0.25922292470932007,0.6877221465110779,-0.09854141622781754,0.2053004801273346,0.6126118302345276,-0.11095157265663147,0.2374941110610962,0.7772611379623413,-0.12649501860141754,0.23452797532081604,0.7510690093040466,-0.12260239571332932,0.2306148111820221,0.6991477012634277,-0.12150432914495468,FIST
0.6123931407928467,0.38296961784362793,-6.199844051479886e-07,0.5137151479721069,0.37505844235420227,-0.033050041645765305,0.43081387877464294,0.31409528851509094,-0.047805674374103546,0.3797115981578827,0.24522244930267334,-0.057151634246110916,0.33847516775131226,0.18168765306472778,-0.058256909251213074,0.4487815201282501,0.10415096580982208,-0.03887205943465233,0.42181745171546936,0.27758002281188965,-0.06809862703084946,0.4526766538619995,0.31941869854927063,-0.07577565312385559,0.46752581000328064,0.2787763476371765,-0.07885908335447311,0.505897581577301,0.08232471346855164,-0.038638338446617126,0.48163142800331116,0.30779415369033813,-0.06860468536615372,0.5054894685745239,0.3316161334514618,-0.06766659021377563,0.5121045112609863,0.273777037858963,-0.0641399472951889,0.5656551122665405,0.10041448473930359,-0.04342705011367798,0.5393946170806885,0.31213247776031494,-0.07591091841459274,0.554254949092865,0.32385915517807007,-0.06541022658348083,0.5597913265228271,0.2703326642513275,-0.05344430357217789,0.6218782663345337,0.13790859282016754,-0.05161316692829132,0.5992103219032288,0.299650639295578,-0.07666568458080292,0.6030281782150269,0.31165584921836853,-0.07561061531305313,0.6077354550361633,0.2673969864845276,-0.06898850202560425,FIST
0.19041351974010468,0.44553402066230774,-2.78576976597833e-07,0.2823013961315155,0.4527280628681183,0.046105172485113144,0.33596569299697876,0.44223782420158386,0.0346931554377079,0.37685808539390564,0.4540165662765503,0.009023493155837059,0.4031330645084381,0.4713646173477173,-0.015937643125653267,0.35375094413757324,0.2622995376586914,-0.00614740327000618,0.42094171047210693,0.3740115165710449,-0.017901407554745674,0.38605931401252747,0.4104919731616974,-0.013571241870522499,0.3643558621406555,0.3955914378166199,-0.015007191337645054,0.3330937325954437,0.27851638197898865,-0.05250515043735504,0.403548926115036,0.4108707010746002,-0.06721450388431549,0.3612023890018463,0.43769481778144836,-0.05499075725674629,0.3382128179073334,0.41184350848197937,-0.052322667092084885,0.3093388080596924,0.31654107570648193,-0.09502553194761276,0.3757554888725281,0.44370248913764954,-0.09701549261808395,0.3336178958415985,0.4634031057357788,-0.06903067231178284,0.3082926273345947,0.43031570315361023,-0.060556259006261826,0.2887588143348694,0.3678070604801178,-0.13563606142997742,0.3378935754299164,0.4678773283958435,-0.12918612360954285,0.30628612637519836,0.4828076660633087,-0.10826226323843002,0.2842709422111511,0.4525388181209564,-0.10150060057640076,FIST
0.28728529810905457,0.41385599970817566,-2.5856613206087786e-07,0.31292596459388733,0.48698940873146057,-0.09383086115121841,0.2942924499511719,0.5526424646377563,-0.13911905884742737,0.24965812265872955,0.6242587566375732,-0.1606239676475525,0.20139582455158234,0.6700985431671143,-0.16952455043792725,0.18577620387077332,0.3992295265197754,-0.13444368541240692,0.18256165087223053,0.5893407464027405,-0.16890747845172882,0.2320922315120697,0.5818130373954773,-0.17435841262340546,0.23989401757717133,0.5314958095550537,-0.17715489864349365,0.1482515186071396,0.4067801535129547,-0.09475701302289963,0.1681170016527176,0.6104167103767395,-0.12986591458320618,0.21969322860240936,0.5973213911056519,-0.12362384051084518,0.22530798614025116,0.5372592210769653,-0.11864536255598068,0.1337074637413025,0.4390198886394501,-0.058855894953012466,0.15988048911094666,0.6044088006019592,-0.08672670274972916,0.20472899079322815,0.599835991859436,-0.06986875087022781,0.21204718947410583,0.547614574432373,-0.05895152688026428,0.1313370019197464,0.47896823287010193,-0.030841439962387085,0.15656915307044983,0.5880961418151855,-0.060843124985694885,0.19008532166481018,0.5873032212257385,-0.06398013979196548,0.20342464745044708,0.547885000705719,-0.06189651042222977,FIST
0.2341655045747757,0.7389402985572815,-1.7830562626386381e-07,0.2842002809047699,0.7188680171966553,-0.027409568428993225,0.32460111379623413,0.6914170384407043,-0.05251185968518257,0.33726873993873596,0.6805648803710938,-0.07528486102819443,0.3126016855239868,0.6862443089485168,-0.09507742524147034,0.30973657965660095,0.4701296389102936,-0.04097842425107956,0.33079949021339417,0.5637009143829346,-0.07457651942968369,0.322709321975708,0.631706178188324,-0.09609588980674744,0.3078787624835968,0.6266727447509766,-0.11060731112957001,0.2592480182647705,0.4739784300327301,-0.04570756480097771,0.28636598587036133,0.5898158550262451,-0.07197214663028717,0.28649958968162537,0.6562263369560242,-0.08032426983118057,0.2772504985332489,0.6335311532020569,-0.08704523742198944,0.2145226150751114,0.5136913061141968,-0.05339362472295761,0.24309326708316803,0.6139740943908691,-0.07627106457948685,0.25192442536354065,0.6694019436836243,-0.07155861705541611,0.2461671680212021,0.6505782604217529,-0.06846095621585846,0.17802467942237854,0.5703675746917725,-0.06439322233200073,0.20450115203857422,0.6517539024353027,-0.07929465174674988,0.22176267206668854,0.6906993985176086,-0.07501178234815598,0.22612139582633972,0.6769898533821106,-0.07066947966814041,FIST
0.17144857347011566,0.40510526299476624,-2.068777291697188e-07,0.2589847147464752,0.3795609772205353,-0.008482079021632671,0.3343603312969208,0.4592650830745697,-0.03000488504767418,0.3553372025489807,0.5710752606391907,-0.04946710169315338,0.34836849570274353,0.6606283783912659,-0.06544049829244614,0.33868351578712463,0.4547465443611145,-0.07817398011684418,0.38860422372817993,0.662228524684906,-0.10777127742767334,0.3650813102722168,0.627321720123291,-0.11313088983297348,0.3457479178905487,0.5644926428794861,-0.11195117980241776,0.2810947299003601,0.5068449378013611,-0.0872824490070343,0.3387635052204132,0.7049271464347839,-0.10643278062343597,0.32072365283966064,0.655494213104248,-0.09289412200450897,0.2993471026420593,0.5909451246261597,-0.08401084691286087,0.2296465039253235,0.5602924823760986,-0.0942712277173996,0.2916741371154785,0.7240434288978577,-0.10013792663812637,0.2767881453037262,0.6718857288360596,-0.07207928597927094,0.25587916374206543,0.6124332547187805,-0.055520422756671906,0.18634632229804993,0.6115031242370605,-0.102147676050663,0.24515819549560547,0.7269723415374756,-0.09598693251609802,0.2357843816280365,0.6803600192070007,-0.07095252722501755,0.2154320627450943,0.6320829391479492,-0.0558059997856617,FIST
0.262891560792923,0.607853353023529,2.666258183126047e-07,0.33036935329437256,0.6425014734268188,-0.0244168508797884,0.38160985708236694,0.6926306486129761,-0.05888925492763519,0.3990415930747986,0.761018693447113,-0.09033135324716568,0.37256771326065063,0.7767762541770935,-0.11956554651260376,0.38234376907348633,0.5208207964897156,-0.08865447342395782,0.413147896528244,0.6819124221801758,-0.11716509610414505,0.3953326344490051,0.6943026781082153,-0.1201770007610321,0.3827589154243469,0.6611984968185425,-0.12182071059942245,0.33230796456336975,0.5317363142967224,-0.09645399451255798,0.3739127516746521,0.7256336808204651,-0.12247351557016373,0.3523029088973999,0.7202537059783936,-0.11033713072538376,0.345079630613327,0.6793398261070251,-0.10430929809808731,0.28915348649024963,0.570917010307312,-0.10389722883701324,0.33102408051490784,0.7586538791656494,-0.11970246583223343,0.31571319699287415,0.7334331274032593,-0.09608958661556244,0.3073987364768982,0.6860934495925903,-0.08315073698759079,0.2543531060218811,0.6184737086296082,-0.11503099650144577,0.29129743576049805,0.7564036250114441,-0.1266658902168274,0.28624841570854187,0.7333049178123474,-0.1173417791724205,0.2799375057220459,0.6898598670959473,-0.11222364753484726,FIST
0.7560597658157349,0.46753326058387756,-7.651383384654764e-07,0.669617772102356,0.4493675231933594,-0.06366874277591705,0.5908470749855042,0.35062846541404724,-0.08936332166194916,0.5432989597320557,0.2723884880542755,-0.10229711979627609,0.5066696405410767,0.19305670261383057,-0.10177993029356003,0.6289729475975037,0.13053645193576813,-0.07308043539524078,0.6017837524414062,0.29456016421318054,-0.10990246385335922,0.6189364790916443,0.36582207679748535,-0.11833692342042923,0.6367518305778503,0.34048599004745483,-0.12388588488101959,0.705549955368042,0.10301137715578079,-0.060387589037418365,0.673120379447937,0.3923865854740143,-0.1010190099477768,0.6790962219238281,0.41029828786849976,-0.10522253066301346,0.6852056980133057,0.3240962624549866,-0.1053498387336731,0.7804498672485352,0.1401706337928772,-0.05442732572555542,0.7454093098640442,0.4062863290309906,-0.0948355570435524,0.7426136136054993,0.4162347912788391,-0.07934675365686417,0.7461540102958679,0.3327699899673462,-0.06433997303247452,0.8421310782432556,0.20287702977657318,-0.055791597813367844,0.8048756122589111,0.40316587686538696,-0.09575603157281876,0.8014339804649353,0.4126966893672943,-0.0993509516119957,0.808477520942688,0.3453115224838257,-0.09386704117059708,FIST
0.6767484545707703,0.5739008784294128,-1.6240178979387565e-07,0.610215425491333,0.6163040399551392,-0.05871322751045227,0.555831253528595,0.6834726333618164,-0.11070037633180618,0.5440506935119629,0.7741298079490662,-0.1504541039466858,0.6002638936042786,0.8006808757781982,-0.18126870691776276,0.5320825576782227,0.4435608685016632,-0.12633946537971497,0.5402568578720093,0.6946794986724854,-0.16550780832767487,0.573296844959259,0.7145525813102722,-0.1707039326429367,0.582555890083313,0.6502948999404907,-0.1736423820257187,0.5974814891815186,0.40789952874183655,-0.12208107113838196,0.6091182827949524,0.705257773399353,-0.15828752517700195,0.6245430111885071,0.6818562746047974,-0.1496609002351761,0.6201836466789246,0.5996367335319519,-0.143858402967453,0.6667535901069641,0.4159892499446869,-0.11961844563484192,0.6738181710243225,0.6901817917823792,-0.14854636788368225,0.6739538908004761,0.6576365232467651,-0.12130171805620193,0.66661137342453,0.5747448801994324,-0.10065957903862,0.7289662957191467,0.4453997313976288,-0.12405135482549667,0.7246571183204651,0.6486387252807617,-0.14787356555461884,0.721490740776062,0.6215096712112427,-0.1378844827413559,0.7165417671203613,0.549345076084137,-0.12611240148544312,FIST
0.39433717727661133,0.6456185579299927,2.7541105396267085e-08,0.41772693395614624,0.6393766403198242,-0.009107613004744053,0.43487679958343506,0.644064724445343,-0.019287563860416412,0.4378267228603363,0.6660791635513306,-0.029452571645379066,0.42412805557250977,0.6848242878913879,-0.03937000408768654,0.42715510725975037,0.5666574835777283,-0.017595721408724785,0.4429452419281006,0.6296921968460083,-0.03200937807559967,0.4384903609752655,0.6410894393920898,-0.04263012483716011,0.43200263381004333,0.6276831030845642,-0.05032689869403839,0.4072454273700714,0.5771798491477966,-0.020737968385219574,0.42701923847198486,0.649106502532959,-0.0312853679060936,0.4235977232456207,0.6505552530288696,-0.0347047857940197,0.4179973304271698,0.631117582321167,-0.038773227483034134,0.39013156294822693,0.599615752696991,-0.025063784793019295,0.40996474027633667,0.6644566655158997,-0.03350963070988655,0.4091258943080902,0.6622522473335266,-0.03182452917098999,0.4049927890300751,0.6414620876312256,-0.03109743259847164,0.377289742231369,0.6257396936416626,-0.030906274914741516,0.39534592628479004,0.6756821870803833,-0.037675969302654266,0.397895485162735,0.6702786684036255,-0.037805087864398956,0.39542776346206665,0.6518264412879944,-0.037808872759342194,FIST
